group_id,new_letter,baseline_pc_digit_accuracy_pct,baseline_quant_digit_accuracy_pct,extended_pc_digit_accuracy_pct,extended_quant_digit_accuracy_pct,extended_pc_full_11class_accuracy_pct,extended_quant_full_11class_accuracy_pct,extended_pc_letter_test_accuracy_pct,extended_quant_letter_test_accuracy_pct,extended_pc_letter_repetition_accuracy_pct,extended_quant_letter_repetition_accuracy_pct,extended_letter_consistency_pct,extended_quant_tflite_size_bytes
15,P,96.0,96.0,94.0,94.0,94.17,94.17,100.0,100.0,90.0,90.0,90.0,21552
